片名,封面链接,剧照链接,年份,地区,类型,豆瓣评分,时长,导演,编剧,主演,简介,下载地址
2018年科幻悬疑恐怖《等待指示》BD中英双字幕,https://extraimage.net/images/2018/10/10/43c0b065efd4fc3f7150b4860e752b73.jpg,https://lookimg.com/images/2018/10/11/eUHjv.jpg,2018,英国,科幻/悬疑/恐怖, ,91分钟,['Johnny Kevorkian'], ,"['大卫·布拉德利 David Bradley', '阿比盖尔·克鲁特登 Abigail Cruttenden', 'Holly Weston', '萨姆·吉斯 Sam Gittins', 'Grant Masters', 'Neerja Naik', 'Kris Saddler']",圣诞节时，一个相互关系失和的家庭在他们密闭的房子里，通过电视收到了令人不安的指示信息，让他们在一场可怕的生存之战中互相攻击……,ftp://ygdy8:ygdy8@yg45.dydytt.net:3143/阳光电影www.ygdy8.com.等待指示.BD.720p.中英双字幕.mkv
2018年惊悚动作《阿尔忒弥斯酒店》BD中英双字幕,https://extraimage.net/images/2018/10/10/0e8b82124b8aaacba41a38b2d04ff877.jpg,https://lookimg.com/images/2018/10/10/eZjq3.jpg,2018,美国/英国,动作/犯罪/惊悚,5.7/10 from 873 users,93分钟,['德鲁·皮尔斯 Drew Pearce'], ,"['朱迪·福斯特 Jodie Foster', '斯特林·K·布朗 Sterling K. Brown', '索菲亚·波多拉 Sofia Boutella', '杰夫·高布伦 Jeff Goldblum', '布莱恩·泰里·亨利 Brian Tyree Henry', '珍妮·斯蕾特 Jenny Slate', '扎克瑞·昆图 Zachary Quinto', '查理·戴 Charlie Day', '戴夫·巴蒂斯塔 Dave Bautista', '肯尼斯·崔 Kenneth Choi', '乔希·蒂尔曼 Josh Tillman', '伊万·琼斯 Evan Jones', '内森·戴维斯 Nathan Davis Jr.', '拉美西斯·希梅内斯 Ramses Jimenez', '安杰拉·斯普林克尔 Angela Sprinkle', '巴尔迪普·辛格 Baldeep Singh', '布兰顿·莫拉莱斯 Brandon Morales', '坦纳·吉尔 Tanner Gill']",影片由德鲁·皮尔斯执导，朱迪·福斯特主演，戴夫·巴蒂斯塔、索菲亚·波多拉出演。在近未来洛杉矶一家专门为罪犯疗伤的医院，福斯特饰演的护士在工作中偶然发现一名举止怪异的病人，与此同时其他病患却接连死于非命……,ftp://ygdy8:ygdy8@yg45.dydytt.net:8316/阳光电影www.ygdy8.com.阿尔忒弥斯酒店.BD.720p.中英双字幕.mkv
2018年恐怖《恶灵之家》BD中英双字幕,https://extraimage.net/images/2018/10/09/0a3c7ae719d8b43ed3555a34bf9060dc.jpg,https://lookimg.com/images/2018/10/10/eZC9v.jpg,2018,美国,恐怖,4.0/10 from 118 users, ,['奥拉弗·约翰内斯松 Olaf de Fleur Johannesson'], ,"['弗洛伦斯·皮尤 Florence Pugh', '西莉亚·伊姆里 Celia Imrie', '本·劳埃德-休斯 Ben Lloyd-Hughes', 'Scott Chambers', 'Georgina Bevan']",一群穷困潦倒的大学生为了赚取外快，开办了一家“捉鬼”公司，当地的老人真的以为他们有捉鬼的能力，当他们被雇佣去一家老旧的孤儿院捉鬼时，一些令人不安的事也开始悄然发生……,ftp://ygdy8:ygdy8@yg45.dydytt.net:7316/阳光电影www.ygdy8.com.恶灵之家.BD.720p.中英双字幕.mkv
2018年剧情爱情《江湖儿女》HD国语中字,https://extraimage.net/images/2018/10/08/b0407ef4bc33c9c7e8762920fa370418.jpg, ,2018,中国/法国/日本,剧情/爱情/犯罪,"7.7/10 from 101,709 users",137分钟(中国)/141分钟,['贾樟柯 Zhangke Jia'], ,"['赵涛 Tao Zhao', '廖凡 Fan Liao', '徐峥 Zheng Xu', '梁嘉艳 Casper Liang', ""刁亦男 Yi'nan Diao"", '张一白 Yibai Zhang', '丁嘉丽 Jiali Ding', '张译 Yi Zhang', '董子健 Zijian Dong', '李宣 Xuan Li', '查娜 Chana', '冯家妹 Jiamei Feng', '康亢 Kang Kang', '张晓军 Xiaojun Zhang', '柳敏 Min Liu', '王谭 Tan Wang', '原文倩 Wenqian Yuan']",故事开始于2001年的山西大同，巧巧（赵涛 饰）和斌斌（廖凡 饰）相恋多年，巧巧一心希望能够和斌斌成家过安稳的生活，但斌斌身为当地的大佬，有着自己更高远的志向。一场意外中，斌斌遭人暗算危在旦夕，巧巧拿着斌斌私藏的手枪挺身而出救了斌斌，自己却因为非法持枪而被判处了五年的监禁。一晃眼五年过去，出狱后的巧巧发现整个世界都发生了翻天覆地的变化，唯一不变的是她对斌斌真挚的感情。巧巧跋山涉水寻找斌斌的下落，但此时的斌斌早已经失去了往日的锋芒，而且身边已有了新的女友。身无分文的巧巧靠着自己的智慧摸爬滚打，终于为自己挣得了一片天地。,ftp://ygdy8:ygdy8@yg45.dydytt.net:8314/阳光电影www.ygdy8.com.江湖儿女.HD.720p.国语中字.mkv
2018年惊悚恐怖《吉屋》BD国粤双语中字,https://extraimage.net/images/2018/10/07/bf5569831b6380648c9e8d573f38d10a.jpg,https://lookimg.com/images/2018/10/08/Yy9gs.jpg,2018,中国香港,惊悚/恐怖, ,98分钟,['蒋开诗 Jeffrey Chiang'], ,"['陈家乐 Carlos Chan', '汤加文 Carmen Tong', '张国强 Kwok Keung Cheung', '龚慈恩 Mimi Kung', '麦子乐 Bryant Ji-Lok Mak']",土地问题，用吉屋去解决。 Charlie（陈家乐饰） 是一位有志的年轻地产经纪，机缘巧合下离职加入一家由Gordon（张国强饰）和Lucy（龚慈恩饰）经营的房地产公司。随后，Charlie 发现原来这家新公司之所以能成功，全靠他们将凶宅以低价购入，再以高价出售。尽管如此，Charlie 还是抵挡不了丰厚佣金的诱惑，决定埋没自己的良心，将这些凶宅卖给顾客，甚至出售给前女友Shermaine（汤加文饰）及好兄弟Earnest（麦子乐饰），任由他们被鬼魂缠身……,ftp://ygdy8:ygdy8@yg45.dydytt.net:7314/阳光电影www.ygdy8.com.吉屋.BD.720p.国粤双语中字.mkv
2018年动作喜剧《大师兄》HD国语中字,https://extraimage.net/images/2018/10/05/90c7e1960e166ed9f150ce4ca9d99c69.jpg,https://lookimg.com/images/2018/10/05/YSXLR.jpg,2018,中国/中国香港,喜剧/动作,"5.3/10 from 6,774 users",100分钟,['阚家伟 Jia Wei Kan'], ,"['甄子丹 Donnie Yen', '陈乔恩 Joe Chen', '喻亢 Kang Yu', '骆明劼 Mingjie Luo', '汤君慈', '汤君耀', '李靖筠 Gladys Li', '刘朝健', '林秋楠 Qiunan Lin', '云千千 QianQian Yun', '林嘉华 Dominic Lam', '张坚庭 Alfred Cheung', '骆应钧 Ying Kwan Lok', '李枫 Fung Lee', '欧阳伟豪 Benjamin Au Yeung', '楼南光 Billy Lau', '张文杰 Man Kit Cheung']",陈侠，一位初出茅庐的教师，他的学生全是品学皆劣的边缘青年，陈侠运用非常教学的手法，从家访、投其所好、甚至修补各人的家庭关系，化解每位学生的问题，最终把全班学生收服！一切向好之际，陈侠遇到黑道人物鹰哥，为了学生，陈侠跟鹰哥展开一场守护学生前途的终极大战！,ftp://ygdy8:ygdy8@yg45.dydytt.net:7312/阳光电影www.ygdy8.com.大师兄.HD.720p.国语中字.mkv
2018年科幻惊悚《黑暗心灵》BD中英双字幕,https://extraimage.net/images/2018/10/03/8e5423ce470f41c0215bfb2981246afc.jpg,https://lookimg.com/images/2018/10/04/Ypj0g.jpg,2018,美国,科幻/惊悚,5.5/10 from 185 users,104分钟,['吕寅荣 Jennifer Yuh'], ,"['阿曼德拉·斯坦伯格 Amandla Stenberg', '曼迪·摩尔 Mandy Moore', '格温多兰·克里斯蒂 Gwendoline Christie', '布莱德利·惠特福德 Bradley Whitford', '哈里斯·迪金森 Harris Dickinson', ""马克·奥布莱恩 Mark O'Brien"", '韦德·威廉姆斯 Wade Williams', '华莱士·朗翰 Wallace Langham', '帕特里克·吉布森 Patrick Gibson', '高顿·布鲁克斯 Golden Brooks', '司盖兰·布鲁克斯 Skylan Brooks', '凯萨琳·戴尔 Catherine Dyer', '米娅·切赫 Miya Cech', '佩顿·威奇 Peyton Wich', '凯蕾·里维拉 Kaleigh Rivera', '查尔斯·格林 Charles Green', '卡尔森·霍尔姆斯 Carson Holmes', '莉娅·朱厄特 Lidya Jewett', '盖奇·劳森 Gage Lawson']",基于Alexandra Bracken所著同名畅销青少年小说，讲述在一场疾病夺走了美国98%的儿童的生命后，剩余的2%发展出了超能力，他们被安置在拘留营中。一名16岁女孩逃离了营地，加入一群青少年的团队，躲避政府的追捕，踏上奇幻冒险旅程。,ftp://ygdy8:ygdy8@yg90.dydytt.net:8403/阳光电影www.ygdy8.com.黑暗心灵.BD.720p.中英双字幕.mkv
2018年剧情历史《中英街1号》BD粤语中字,https://extraimage.net/images/2018/10/03/ba20160feff4873704978c5e9fd0a5e8.jpg,https://lookimg.com/images/2018/10/03/YbpQm.jpg,2017,中国香港,剧情/历史,6.6/10 from 102 users,120分钟,['赵崇基 Sung Kee Chiu'], ,"['游学修 Neo Yau', '廖子妤 Fish Liew', '卢镇业 Chun-Yip Lo', '陈健朗 Kelvin Chan', '李英涛 Ying-to Li', '盧偉力 Lo Wai Luk', '覃恩美 AMY CHUM', '張同祖 Joe Cheung', '高瀚文', '林漪娸 Yvonne Lam Yi Kei']",是两个也是一个发生在中英街的故事。“中英街1号”以1967年反英抗暴风潮引发的六七暴动为背景，检视香港的过去及未来。故事主要分为两部分，首部分阐述了4名被卷入六七暴动历史漩涡的年轻人，其命运受到亲共产主义左派及英国殖民政府之间爆发的大型暴动所左右。第二部分将时间推延至50多年后，发生于中港边界地区沙头角，在这里，3位纠结于为香港争取自由的年轻人，与1位于首部分经历过六七暴动的老年人相遇，命运亦因而互相交叠影响。,ftp://ygdy8:ygdy8@yg72.dydytt.net:8287/阳光电影www.ygdy8.com.中英街1号.BD.720p.粤语中字.mkv
2018年动画喜剧《新大头儿子和小头爸爸3》HD国语中字,https://extraimage.net/images/2018/10/03/d5d8deb65364c6e9f0c1bc38ac392fdb.jpg,https://lookimg.com/images/2018/10/03/YCWot.jpg,2018,中国,喜剧/动画/冒险/家庭,"4.9/10 from 2,692 users",80分钟,['何澄 Cheng He'], ,"['刘纯燕 Chunyan Liu', '董浩 Hao Dong', '鞠萍 Ping Ju', '陈苏 Su Chen', '耿晨晨 Chenchen Geng', '周志强 Zhiqiang Zhou', '黄炜 Wei Huang']",小头爸爸带全家去俄罗斯出差，大头儿子在俄罗斯发现了自己画的白夜城是真实存在的，一家人半路遇到交通事故，被迫夜宿小旅馆，第二天醒来发现身处大头儿子画中的世界——白夜城。他们发现如果不解决白夜城中的危机便无法走出这个世界，一家人在白夜城中经历了重重困难终于回到了现实世界。,ftp://ygdy8:ygdy8@yg45.dydytt.net:7310/阳光电影www.ygdy8.com.新大头儿子和小头爸爸3.HD.1080p.国语中字.mp4
2018年7.9高分喜剧《八年级》BD中英双字幕,https://extraimage.net/images/2018/09/26/2d94e9fb349643387261af37928fe4a9.jpg,https://lookimg.com/images/2018/10/01/YXOOg.jpg,2018,美国,喜剧,"7.1/10 from 1,141 users",94分钟,['博·伯翰 Bo Burnham'], ,"['艾尔西·费舍尔 Elsie Fisher', '艾米丽 罗宾森 Emily Robinson', '约什·汉密尔顿 Josh Hamilton', '蜜西·雅格 Missy Yager', 'Greg Crowe', 'Deborah Unger', '弗兰克·迪尔 Frank Deal']",故事讲述13岁的凯拉（艾尔西·费舍尔 饰）在初中的最后一周，所经历的青春故事……,ftp://ygdy8:ygdy8@yg45.dydytt.net:6126/阳光电影www.ygdy8.com.八年级.BD.720p.中英双字幕.mkv
2018年奇幻喜剧《快把我哥带走》HD国语中英双字,https://extraimage.net/images/2018/09/30/87df786520adffd3d4cbfefe8a1dff82.jpg,https://lookimg.com/images/2018/09/30/YLIMt.jpg,2018,中国,喜剧/奇幻,"7.0/10 from 73,022 users",115分钟,['郑芬芬 Fenfen Cheng'], ,"['张子枫 Zifeng Zhang', '彭昱畅 Yuchang Peng', '赵今麦 Jinmai Zhao', '孙泽源 Zeyuan Sun', '方翔锐 Xiangrui Fang', '刘冠毅 Terry Liu', '姜宏波 Hongbo jiang', '徐光宇 Guangyu Xu']",拥有一个每天耍贱整蛊妹妹、毫无家庭感的哥哥是一种什么感受？油炸还是蒸锅？时秒只希望哥哥时分彻底消失！连珍贵的生日愿望都是“快把我哥带走”。不料愿望成真，哥哥变成闺蜜妙妙的哥哥，时秒同情妙妙的同时心里暗爽摆脱“大魔王”！变成独生女的时秒感觉生活无限美好，但却发现时分除了整天和好基友甄开心、万岁插科打诨、整蛊妹妹妙妙之外，还隐藏着不为人知的秘密……,ftp://ygdy8:ygdy8@yg45.dydytt.net:7308/阳光电影www.ygdy8.com.快把我哥带走.HD.720p.国语中英双字.mkv
2018年奇幻动作《武动乾坤精华版》HD国语中字,https://extraimage.net/images/2018/09/30/08713747cbc39ffe57079129e905df56.jpg,https://lookimg.com/images/2018/10/01/YVmEt.jpg,2018,中国,剧情/奇幻/古装/动作,"5.0/10 from 39,392 users",81分钟,['张黎 Li Zhang'], ,"['杨洋 Yang Yang', ""张天爱 Tian'ai Zhang"", '吴尊 Chun Wu', '王丽坤 Likun Wang', '释小龙 Siu Lung Sik', '柳岩 Yan Liu', '索笑坤 Xiaokun Suo', '董晴 Qing Dong', '唐曾 Zeng Tang']",梦想光耀门楣的少年林动，机缘巧合获得了当年武林至尊符祖留下来的神秘石符。从此之后，众多本与林动毫无牵扯的武林宗派、豪杰名门以及中山国的三大超级宗派纷纷出现在林动身旁，就连自己曾经遥不可及的仇人林琅天，也开始对林动莫名的“关心”起来。在经受了宗族比武、诸侯大战以及传人继承等诸多磨难后，林动靠着自己的勤奋努力和旷世机缘，练就了一身绝世武功，并分别受到了高冷女神绫清竹和欢喜冤家应欢欢的暗中青睐。但是，当年曾经危害一时的武道家异魔余孽再次出现在这片土地上，就连林动的宿敌林琅天也最终与异魔余孽同流合污。林动只能联合自己的两个结义兄弟和身旁一干正义的武林人士，靠着当年符祖流传下来的至高武学，同异魔余孽展开了较量，最终林动守护了这片美好的大陆。,ftp://ygdy8:ygdy8@yg45.dydytt.net:6125/阳光电影www.ygdy8.com.武动乾坤精华版.HD.720p.国语中字.mkv
2018年高分剧情《不留痕迹/叶落无痕》BD中英双字幕,https://extraimage.net/images/2018/09/26/78e807573c773a0f18fa7bf17aee94d3.jpg,https://lookimg.com/images/2018/09/30/YLEMK.jpg,2018,美国,剧情,8.1/10 from 410 users,108分钟,['黛布拉·格兰尼克 Debra Granik'], ,"['本·福斯特 Ben Foster', '杰夫·科伯 Jeff Kober', '戴尔·迪奇 Dale Dickey', '以赛亚·斯通 Isaiah Stone', '艾安娜·伯克希尔 Ayanna Berkshire', '达娜·米利肯 Dana Millican', 'Thomasin McKenzie', 'Michael Draper']",本·福斯特加盟黛布拉·格兰尼克([冬天的骨头])新片[我的放纵](My Abandonment，暂译)。该片将由黛布拉·格兰尼克和安娜·罗塞里尼共同担任编剧。电影根据同名小说改编，讲述一对父女生活在一个城市森林公园中，而他们犯的一个小错误使他们被人发现，生活发生了天翻地覆的变化。,ftp://ygdy8:ygdy8@yg45.dydytt.net:8308/阳光电影www.ygdy8.com.不留痕迹.BD.720p.中英双字幕.mkv
2018年喜剧《小意大利》BD中英双字幕,https://extraimage.net/images/2018/09/28/47600838b09b80b6bea98bba4ba14b5a.jpg,https://lookimg.com/images/2018/09/28/YqnD9.jpg,2018,美国,喜剧/爱情,6.0/10 from 190 users,102分钟,['唐纳德·佩特瑞 Donald Petrie'], ,"['艾玛·罗伯茨 Emma Roberts', '海登·克里斯滕森 Hayden Christensen', '艾莉莎·米兰诺 Alyssa Milano', '丹尼·爱罗 Danny Aiello', '安德列·马丁 Andrea Martin', '简·西摩 Jane Seymour', '盖里·巴萨拉巴 Gary Basaraba', '亚当费拉拉 Adam Ferrara', '琳达·卡辛 Linda Kash', '克里斯蒂娜·罗塞托 Cristina Rosato']",Voltage Pictures拿下艾玛·罗伯茨、海登·克里斯滕森主演的浪漫爱情片[小意大利](Little Italy，暂译)的国际销售权。该片由唐纳德·佩特瑞([倒霉爱神])执导，故事类似现代版罗密欧与朱丽叶，讲述一名见习厨师同一位餐厅老板坠入爱河。他们父亲是商业死对头，母亲却是秘密的闺中好友。,ftp://ygdy8:ygdy8@yg45.dydytt.net:8306/阳光电影www.ygdy8.com.小意大利.BD.720p.中英双字幕.mkv
2018年喜剧爱情《终点的婚礼/婚礼冤家》BD中英双字幕,https://extraimage.net/images/2018/09/08/9d6786dfedfad1bdde96419fb9a4a313.jpg,https://lookimg.com/images/2018/09/28/Y0Mld.jpg,2018,美国,剧情/喜剧/爱情,5.7/10 from 263 users,90分钟,['维克多·列文 Victor Levin'], ,"['基努·里维斯 Keanu Reeves ....Frank', '薇诺娜·瑞德 Winona Ryder ....Lindsay', 'Dj Dallenbach ....Bride', ""Greg Lucey ....Frank's Stepfather"", 'Ted Dubost ....Groom', ""D. Rosh Wright ....Frank's Mother"", ""Donna Lynn Jones ....Frank's Stepfather's Girlfriend"", 'Sean Sullivan ....Conga Drum Kit Player', 'Curt Dubost ....Father of the Bride', 'Michael Mogull ....Wedding Officiant', 'James Gallardo ....Upright Double Bass Player', 'Scott Andrews ....Tenor Sax Player']",基努·里维斯与薇诺娜·赖德加盟浪漫喜剧《终点的婚礼》（暂译，Destination Wedding），该片由维克多·列文（《爱情时限恋未尽》）撰写剧本并执担任导演，讲述两位在婚礼上不被瞩目、痛苦失意的宾客，他们将建立起一段共同又彼此独立的感情的故事。,ftp://ygdy8:ygdy8@yg45.dydytt.net:8305/阳光电影www.ygdy8.com.终点的婚礼.BD.720p.中英双字幕.mkv
2018年惊悚《扭曲》BD中英双字幕,https://extraimage.net/images/2018/09/28/28978a01420fb43e79614daa0a1749af.jpg,https://lookimg.com/images/2018/09/28/Y0dNM.jpg,2018,加拿大,惊悚,4.4/10 from 140 users,86分钟,['罗布·W·金 Rob W. King'], ,"['布莱登·佛雷切 Brendan Fletcher', '克里斯蒂娜·里奇 Christina Ricci', '约翰·库萨克 John Cusack', '奥利弗·莱斯 Oliver Rice', '斯科特·奥林克 Scott Olynek', '朱丽娅·马克斯维尔 Julia Maxwell', 'Angela Quinn', 'Nicole Anthony']",克里斯蒂娜·里奇、约翰·库萨克、布莱登·佛雷切将参演[扭曲](Distorted，暂译)，罗布·W·金执导，阿恩·奥尔森编剧。克里斯蒂娜·里奇扮演患有躁郁症的艺术家劳伦·柯伦，其饱受记忆折磨之苦，同时担心人身安全。片中库萨克饰演对网络阴谋颇感兴趣的记者，他将帮助劳伦。,ftp://ygdy8:ygdy8@yg45.dydytt.net:7304/阳光电影www.ygdy8.com.扭曲.BD.720p.中英双字幕.mkv
2018年动作剧情《动物世界》HD国语中英双字,https://extraimage.net/images/2018/09/27/888cafeea940840fc175a89ae55e6dbd.jpg,https://lookimg.com/images/2018/09/27/Yhynm.jpg,2018,中国,剧情/动作/冒险,"7.3/10 from 154,264 users",132分钟,['韩延 Yan Han'], ,"['李易峰 Yifeng Li', '迈克尔·道格拉斯 Michael Douglas', '周冬雨 Dongyu Zhou', '曹炳琨 Bingkun Cao', '王戈 Ge Wang', '苏可 Ke Su']",在游戏机厅做着兼职“小丑”的郑开司（李易峰 饰），幼时父亲突然失踪，母亲重病住院，使得郑开司的生活非常拮据。发小“大虾米”（曹炳琨 饰）借口买房骗下了郑开司父亲留下的房产，还给他带来了巨额的欠债。神秘人物（迈克尔·道格拉斯 Michael Douglas 饰）出现，告诉郑开司，只要参加“命运号”游轮上的神秘游戏，就有机会偿还完所有欠款，一无所有的郑开司为了给青梅竹马的护士刘青（周冬雨 饰）和母亲更好的生活，只得登上游轮，开始了生存游戏，一场以“剪刀、石头、布”展开的生死较量即将登场……,ftp://ygdy8:ygdy8@yg90.dydytt.net:8400/阳光电影www.ygdy8.com.动物世界.HD.1080p.国语中英双字.mp4
2018年爱情喜剧《冷恋时代》HD国语中英双字,https://extraimage.net/images/2018/09/26/9dbc05acf80b651055d9f1cc702d908b.jpg,https://lookimg.com/images/2018/09/26/YkFCn.jpg,2018,中国,喜剧/爱情, ,90分钟,['童江南 Jiangnan Tong'], ,"['姚星彤 Xingtong Yao', '立威廉 Leon Jay Williams', '董琦 Qi Dong', '梦丽 Maria Makarenko', '朱璇 Xuan Zhu', '李若斯 Ruosi Li', '李木子', '万梓良 Alex Man', '苏国涛 Guotao Su']",女性婚恋专家冷玥（姚星彤饰）和四个闺蜜同为“冷恋一族”，在八卦媒体的爆料围剿和各种花式逼婚压力下，开启了“淘男网”上的奇囧之旅。悬崖（立威廉饰）以未谋面的网友和咖啡店主的双重身份，与海归女博士冷玥相互套路，其余四个闺蜜与“黑猪”、“性爱视频”和“煮人头”产生了神奇而又搞笑的关联……被悬崖激怒的冷玥居然同意了和他去夜宿的邀请；这些高傲的“冷恋女神”们护送冷玥一同前往，本以为稳操胜券，却发现局面失控……“这世上最难以自拔的，除了牙齿就是爱情”。,ftp://ygdy8:ygdy8@yg45.dydytt.net:8303/阳光电影www.ygdy8.com.冷恋时代.HD.720p.国语中英双字.mkv
2017年惊悚《雾中的女孩》BD中英双字幕,https://extraimage.net/images/2018/09/25/04890a14f3b0743ad528a72f4c215d32.jpg,https://lookimg.com/images/2018/09/26/Yk1ve.jpg,2017,意大利/德国/法国,犯罪/惊悚,6.6/10 from 384 users,128分钟,['多纳托·卡瑞西 Donato Carrisi'], ,"['托尼·塞尔维洛 Toni Servillo', '阿莱西奥·博尼 Alessio Boni', '洛伦佐·里凯尔米 Lorenzo Richelmy', '加拉泰亚·兰齐 Galatea Ranzi', '米雪拉·塞尚 Michela Cescon', '卢克雷西亚·圭多内 Lucrezia Guidone', '丹妮拉·皮耶萨 Daniela Piazza', '雅各波·奥尔莫·安蒂诺里 Jacopo Olmo Antinori', '玛丽娜·奥奇奥诺 Marina Occhionero']",《雾中的女孩》改编自畅销全球的同名惊悚小说。在一个浓雾瀰漫的山中小镇，办案手法令人费解的侦探沃格尔正著手调查16岁少女安娜卢的失踪案件。随著侦办过程演变成一场媒体风暴，警方和罪犯之间的善恶界线开始变得模糊不清，导致人人都有可能是头号嫌犯……,ftp://ygdy8:ygdy8@yg45.dydytt.net:8302/阳光电影www.ygdy8.com.雾中的女孩.BD.720p.中英双字幕.mkv
2016年惊悚《一起入魔》BD中英双字幕,https://extraimage.net/images/2018/09/24/8dc1169c04afaff107167f3cf01649f8.jpg,https://lookimg.com/images/2018/09/25/YOMBj.jpg,2016,英国,惊悚,4.2/10 from 169 users,83分钟,['Martin Owen'], ,"['卡拉·托恩顿 Kara Tointon', '伊莎贝尔·艾伦 Isabelle Allen', 'Jamie Bernadette', 'Elliot James Langridge', 'Helene Wilson', 'Paul Casar', 'Martin Owen', 'Jonathan Willis', 'Elizabeth Morris', 'Billie Wilson', 'Jules Brown']",三个年轻人应聘到一个地下实验室，照顾一群高智商儿童的学习和生活，随着项目进展，孩子们出现各种异样举动，基地的设备和智能向导频发故障，恐怖的游戏开始了。,ftp://ygdy8:ygdy8@yg45.dydytt.net:8300/阳光电影www.ygdy8.com.一起入魔.BD.720p.中英双字幕.mkv
2018年动画喜剧《深海历险记》HD国语中字,https://extraimage.net/images/2018/09/25/75a1bc2d52632dac5b7e751c356b2cc9.jpg,https://lookimg.com/images/2018/09/25/YOq5r.jpg,2018,中国,喜剧/动画/冒险, ,92分钟,['Julio Soto'], ,"['张璐 Lu Zhang', '陈红 Hong Chen', '张云龙 Yunlong Zhang', '杨希 Xi Yang', '郭政建 Zhengjian Guo', '张遥函 Yaohan Zhang', '胡静 Jing Hu', '刘琮 Cong Liu', '敖磊 Lei Ao', '贾小军 Xiao-jun Jia', '王敏纳 Minna Wang']",在遥远的未来，海水淹没陆地，人类几乎全部飞离了地球，只剩几个人类在水底等待最后的发射，整个地球只剩下海水和海洋生物。一只爱冒险，名叫“深深”的章鱼以及仅存的水生动物同类们，在传说中的“海霸琨爷”（大章鱼）的保护下，生活在一个神秘的海底洞穴。但一起意外摧毁了他们的家，“深深”和他的朋友必须前去人类之城找到琨爷的老友“南森”（大白鲸）解救危机，他们必须面对强大的敌人，开启了他们的冒险之旅。,ftp://ygdy8:ygdy8@yg72.dydytt.net:8285/阳光电影www.ygdy8.com.深海历险记.HD.720p.国语中字.mkv
2016年获奖惊悚剧情《迟来的愤怒》BD中英双字幕,https://extraimage.net/images/2018/09/24/5721afbc2cfb9964911c6afbd7aca01c.jpg,https://lookimg.com/images/2018/09/24/YAmWD.jpg,2016,西班牙,剧情/惊悚,6.1/10 from 594 users,92分钟,['劳尔·阿雷瓦罗 Raúl Arévalo'], ,"['安东尼奥·德拉·托雷 Antonio de la Torre', '路易斯·卡叶赫 Luis Callejo', '露丝·迪亚斯 Ruth Díaz', '劳尔·希门尼斯 Raúl Jiménez', '曼诺罗·索洛 Manolo Solo', '冯特·加西亚 Font García', '皮拉尔·戈麦斯 Pilar Gómez', '艾丽西娅·鲁维奥 Alicia Rubio', '盖兹卡·阿达纳斯 Gaizka Ardanaz', '马丁·卢纳 Luna Martín', '查尼·马丁 Chani Martín', '恩里克·德拉托雷 Enrique de la Torre', '茵玛·桑乔 Inma Sancho', '帕科·本杰梅亚 Paco Benjumea', '贝尔塔·赫尔南德兹 Berta Hernández']",威尼斯的地平线单元中，出现了这样一部电影，不扯人性，“三观”却正到让人大呼过瘾，这就是讲述了一个干脆利落的复仇故事的西班牙电影《迟来的愤怒》。影片讲述了一个男人为了替在抢劫案中惨死的女友和变成植物人的老爸报仇，潜伏八年，甚至睡了抢劫团伙司机的孩子他妈，只为等他出狱，威胁他，顺藤摸瓜找到躲藏起来的真凶们，一个一个复仇。,ftp://ygdy8:ygdy8@yg45.dydytt.net:7299/阳光电影www.ygdy8.com.迟来的愤怒.BD.720p.中英双字幕.mkv
2018年剧情《儿童法案》BD中英双字幕,https://extraimage.net/images/2018/09/23/b3f88393ea75a10e915f975a60e12f67.jpg,https://lookimg.com/images/2018/09/23/YUnVe.jpg,2017,英国,剧情,7.5/10 from 900 users,105分钟,['理查德·艾尔 Richard Eyre'], ,"['艾玛·汤普森 Emma Thompson', '斯坦利·图齐 Stanley Tucci', '菲恩·怀特海德 Fionn Whitehead', '本·卓别林 Ben Chaplin', '杰森·沃特金斯 Jason Watkins', '萝西·凯弗利洛 Rosie Cavaliero', '妮基·阿姆卡-伯德 Nikki Amuka-Bird', '鲁珀特·范西塔特 Rupert Vansittart', '安东尼·凯尔夫 Anthony Calf', '尼古拉斯·琼斯 Nicholas Jones', '艾琳·沃尔什 Eileen Walsh', '安德鲁·哈维尔 Andrew Havill']",一位声名显赫的高等法院法官Fiona Maye，她和教授丈夫的婚姻来到破碎的临界点，而一项棘手的案件又摆在她面前：是否应该强迫一位未满18岁、拒绝接受输血治疗的白血病患者活下去？Maye前去医院探望患病男孩Adam，这起谈话带给了两人深远的影响，不仅让Adam产生全新的强烈感受，也将Maye内心深藏的情感激发出来。,ftp://ygdy8:ygdy8@yg72.dydytt.net:8284/阳光电影www.ygdy8.com.儿童法案.BD.720p.中英双字幕.mkv
